"State";"Account Length";"Phone";"Int'l Plan";"VMail Plan";"Day Mins";"Area Code";"VMail Message";"Day Calls";"Day Charge";"Eve Mins";"Eve Calls";"Eve Charge";"Night Mins";"Night Calls";"Night Charge";"Intl Mins";"Intl Calls";"Intl Charge";"CustServ Calls";"Churn?"
"TN";"95";"365-7784";"no";"no";"174.000000";510.0;0.0;57.0;29.58;281.1;118.0;23.89;197.2;94.0;8.87;9.7;2.0;2.62;0.0;"False."
"NJ";"57";"330-2635";"yes";"no";"115.000000";510.0;0.0;65.0;19.55;122.3;96.0;10.4;245.0;75.0;11.03;6.4;1.0;1.73;0.0;"True."
"WA";"184";"344-3131";"no";"no";"151.700000";408.0;0.0;93.0;25.79;178.5;77.0;15.17;229.1;111.0;10.31;13.1;8.0;3.54;2.0;"False."
"AR";"109";"378-4294";"no";"no";"153.100000";510.0;0.0;102.0;26.03;234.1;77.0;19.9;329.2;74.0;14.81;9.9;9.0;2.67;3.0;"False."
"WI";"127";"343-9365";"no";"no";"218.600000";415.0;0.0;93.0;37.16;149.9;130.0;12.74;204.6;131.0;9.21;9.2;5.0;2.48;2.0;"False."
"WA";"82";"362-5579";"no";"no";"265.200000";510.0;0.0;122.0;45.08;178.7;102.0;15.19;174.7;90.0;7.86;10.7;9.0;2.89;2.0;"False."
"RI";"180";"366-7616";"no";"no";"143.300000";415.0;0.0;134.0;24.36;180.5;113.0;15.34;184.2;87.0;8.29;10.1;4.0;2.73;1.0;"False."
"ME";"174";"397-2870";"no";"no";"190.300000";415.0;0.0;98.0;32.35;252.7;70.0;21.48;220.6;97.0;9.93;7.2;9.0;1.94;2.0;"False."
"CO";"92";"408-3262";"no";"no";"184.700000";415.0;0.0;60.0;31.4;262.0;73.0;22.27;239.5;120.0;10.78;12.3;6.0;3.32;2.0;"True."
"CO";"81";"372-9091";"no";"no";"115.300000";408.0;0.0;99.0;19.6;224.7;117.0;19.1;152.5;98.0;6.86;18.0;2.0;4.86;1.0;"False."
"RI";"125";"410-3159";"no";"no";"113.000000";408.0;0.0;108.0;19.21;169.2;107.0;14.38;156.6;61.0;7.05;9.2;5.0;2.48;2.0;"True."
"CT";"119";"344-5181";"no";"no";"294.200000";408.0;0.0;100.0;50.01;232.5;53.0;19.76;195.0;64.0;8.78;9.0;1.0;2.43;0.0;"True."
"NC";"122";"396-8662";"no";"no";"215.600000";415.0;0.0;86.0;36.65;167.8;59.0;14.26;207.0;67.0;9.32;6.4;8.0;1.73;3.0;"False."
"WY";"34";"339-6446";"no";"no";"128.800000";408.0;0.0;80.0;21.9;208.7;93.0;17.74;202.1;103.0;9.09;14.0;7.0;3.78;1.0;"False."
"OR";"138";"384-7236";"yes";"yes";"211.200000";415.0;28.0;117.0;35.9;312.5;98.0;26.56;178.0;118.0;8.01;10.7;2.0;2.89;3.0;"True."
"FL";"90";"353-5257";"no";"yes";"71.200000";415.0;24.0;82.0;12.1;181.6;103.0;15.44;186.9;111.0;8.41;12.9;1.0;3.48;1.0;"False."
"KY";"73";"369-7295";"no";"no";"94.900000";408.0;0.0;121.0;16.13;253.2;83.0;21.52;175.1;86.0;7.88;14.2;2.0;3.83;2.0;"False."
"SC";"19";"408-5322";"no";"no";"259.400000";510.0;0.0;116.0;44.1;269.7;109.0;22.92;175.3;130.0;7.89;9.5;3.0;2.57;1.0;"True."
"WA";"120";"344-9620";"no";"yes";"215.800000";408.0;28.0;123.0;36.69;285.2;76.0;24.24;192.1;78.0;8.64;6.9;3.0;1.86;1.0;"False."
"MT";"160";"329-8436";"no";"no";"97.500000";415.0;0.0;113.0;16.58;268.1;69.0;22.79;255.3;62.0;11.49;13.2;4.0;3.56;3.0;"False."
"PA";"141";"414-6739";"no";"no";"146.500000";510.0;0.0;121.0;24.91;169.9;125.0;14.44;238.8;112.0;10.75;8.2;5.0;2.21;0.0;"False."
"MA";"90";"406-1730";"no";"no";"157.900000";408.0;0.0;72.0;26.84;234.0;93.0;19.89;210.0;86.0;9.45;12.2;5.0;3.29;2.0;"False."
"VT";"72";"336-9327";"no";"no";"139.900000";415.0;0.0;117.0;23.78;223.6;96.0;19.01;240.8;93.0;10.84;12.7;4.0;3.43;2.0;"False."
"MN";"117";"378-7418";"no";"yes";"153.200000";408.0;21.0;112.0;26.04;263.3;110.0;22.38;135.0;85.0;6.08;11.9;7.0;3.21;1.0;"False."
"IL";"79";"412-6019";"yes";"no";"103.500000";408.0;0.0;134.0;17.6;319.3;111.0;27.14;239.9;124.0;10.8;8.4;4.0;2.27;2.0;"False."
"AR";"87";"390-4789";"no";"no";"185.800000";408.0;0.0;119.0;31.59;192.3;83.0;16.35;200.0;96.0;9.0;6.6;4.0;1.78;1.0;"False."
"MD";"102";"386-9774";"no";"no";"129.500000";415.0;0.0;56.0;22.02;354.2;118.0;30.11;145.5;93.0;6.55;10.9;3.0;2.94;1.0;"False."
"MT";"49";"353-8970";"no";"no";"236.600000";408.0;0.0;91.0;40.22;220.9;146.0;18.78;146.8;114.0;6.61;8.9;2.0;2.4;1.0;"False."
"VT";"67";"410-5370";"no";"no";"260.400000";408.0;0.0;107.0;44.27;208.2;104.0;17.7;207.9;115.0;9.36;10.0;2.0;2.7;6.0;"False."
"CO";"107";"404-4421";"no";"no";"167.300000";415.0;0.0;100.0;28.44;163.9;79.0;13.93;185.9;100.0;8.37;6.7;5.0;1.81;2.0;"False."
"NC";"190";"409-3353";"no";"no";"182.200000";408.0;0.0;101.0;30.97;212.3;95.0;18.05;233.0;123.0;10.49;9.3;4.0;2.51;2.0;"False."
"WA";"118";"422-2571";"no";"no";"113.000000";510.0;0.0;80.0;19.21;150.1;87.0;12.76;204.3;115.0;9.19;10.8;4.0;2.92;2.0;"False."
"TN";"120";"412-3404";"no";"no";"185.700000";415.0;0.0;133.0;31.57;235.1;149.0;19.98;256.4;78.0;11.54;16.9;6.0;4.56;0.0;"False."
"AR";"94";"333-2964";"no";"no";"136.200000";408.0;0.0;114.0;23.15;165.1;118.0;14.03;137.9;71.0;6.21;9.6;5.0;2.59;0.0;"False."
"DC";"115";"406-6669";"no";"yes";"222.600000";510.0;29.0;81.0;37.84;190.3;109.0;16.18;201.2;87.0;9.05;11.5;2.0;3.11;1.0;"False."
"MN";"61";"409-8802";"no";"no";"197.300000";415.0;0.0;67.0;33.54;264.5;106.0;22.48;210.5;116.0;9.47;9.0;6.0;2.43;1.0;"False."
"IA";"143";"354-6183";"no";"yes";"141.400000";510.0;33.0;130.0;24.04;186.4;114.0;15.84;210.0;111.0;9.45;7.7;6.0;2.08;1.0;"False."
"KS";"110";"354-2434";"no";"no";"208.000000";510.0;0.0;69.0;35.36;95.1;94.0;8.08;178.5;129.0;8.03;8.0;11.0;2.16;1.0;"False."
"ND";"104";"389-7620";"no";"no";"118.500000";415.0;0.0;92.0;20.15;177.8;109.0;15.11;255.7;98.0;11.51;12.1;4.0;3.27;1.0;"False."
"MT";"16";"338-1724";"no";"no";"153.200000";510.0;0.0;65.0;26.04;229.7;90.0;19.52;148.2;94.0;6.67;10.7;8.0;2.89;1.0;"False."
"IL";"183";"399-1750";"no";"no";"108.300000";510.0;0.0;87.0;18.41;183.6;116.0;15.61;176.6;109.0;7.95;13.5;2.0;3.65;0.0;"False."
"DC";"147";"354-8914";"no";"no";"168.600000";408.0;0.0;92.0;28.66;187.7;107.0;15.95;216.5;95.0;9.74;14.4;8.0;3.89;2.0;"False."
"KY";"58";"409-2983";"no";"no";"247.200000";415.0;0.0;116.0;42.02;303.7;103.0;25.81;105.4;94.0;4.74;9.3;2.0;2.51;2.0;"True."
"MS";"102";"329-9689";"yes";"no";"224.200000";510.0;0.0;81.0;38.11;243.3;90.0;20.68;147.8;66.0;6.65;12.0;8.0;3.24;3.0;"False."
"TN";"123";"337-8950";"no";"no";"166.900000";415.0;0.0;98.0;28.37;221.8;77.0;18.85;243.9;114.0;10.98;12.8;4.0;3.46;3.0;"False."
"IA";"64";"374-1836";"no";"yes";"118.400000";415.0;43.0;100.0;20.13;144.1;108.0;12.25;158.1;91.0;7.11;8.5;6.0;2.3;1.0;"False."
"AK";"103";"359-9454";"no";"no";"190.900000";510.0;0.0;62.0;32.45;226.6;53.0;19.26;230.1;96.0;10.35;7.8;3.0;2.11;2.0;"False."
"MN";"152";"378-9542";"no";"no";"317.800000";415.0;0.0;60.0;54.03;152.9;100.0;13.0;123.4;63.0;5.55;10.4;7.0;2.81;1.0;"True."
"WV";"124";"344-1970";"no";"no";"312.000000";415.0;0.0;112.0;53.04;180.0;109.0;15.3;168.6;94.0;7.59;12.8;4.0;3.46;1.0;"True."
"OR";"97";"417-2774";"no";"no";"146.000000";415.0;0.0;121.0;24.82;203.0;141.0;17.26;151.8;120.0;6.83;13.3;2.0;3.59;1.0;"False."
"MS";"131";"333-9002";"no";"no";"131.600000";415.0;0.0;95.0;22.37;179.3;109.0;15.24;251.2;129.0;11.3;15.5;3.0;4.19;1.0;"True."
"ME";"57";"369-8576";"no";"yes";"193.400000";415.0;33.0;105.0;32.88;231.6;79.0;19.69;226.2;90.0;10.18;11.1;11.0;3.0;2.0;"False."
"MN";"157";"372-6920";"no";"no";"185.100000";510.0;0.0;92.0;31.47;213.0;85.0;18.11;196.1;85.0;8.82;8.5;5.0;2.3;2.0;"False."
"GA";"194";"333-6575";"no";"no";"193.300000";510.0;0.0;106.0;32.86;169.0;150.0;14.37;225.2;122.0;10.13;11.8;4.0;3.19;0.0;"False."
"DC";"66";"410-1190";"no";"no";"146.400000";415.0;0.0;107.0;24.89;196.5;99.0;16.7;230.1;106.0;10.35;7.8;2.0;2.11;1.0;"False."
"GA";"155";"376-1641";"no";"no";"71.200000";510.0;0.0;90.0;12.1;304.4;119.0;25.87;183.3;103.0;8.25;8.6;4.0;2.32;0.0;"False."
"NY";"123";"329-6731";"no";"no";"123.200000";415.0;0.0;104.0;20.94;190.0;117.0;16.15;170.3;95.0;7.66;12.9;5.0;3.48;4.0;"True."
"OK";"116";"393-3976";"no";"no";"205.000000";510.0;0.0;90.0;34.85;140.9;114.0;11.98;272.6;96.0;12.27;7.5;4.0;2.03;2.0;"False."
"OK";"63";"388-7355";"no";"no";"128.700000";415.0;0.0;78.0;21.88;240.8;133.0;20.47;237.7;121.0;10.7;12.8;6.0;3.46;1.0;"False."
"GA";"64";"412-7791";"no";"no";"216.900000";510.0;0.0;78.0;36.87;211.0;115.0;17.94;179.8;116.0;8.09;11.4;5.0;3.08;3.0;"False."
"NJ";"96";"368-6111";"no";"no";"150.000000";510.0;0.0;122.0;25.5;218.5;116.0;18.57;212.4;89.0;9.56;9.8;1.0;2.65;3.0;"False."
"MN";"53";"401-9420";"no";"no";"164.100000";415.0;0.0;106.0;27.9;206.0;56.0;17.51;194.7;124.0;8.76;11.4;2.0;3.08;1.0;"False."
"ME";"105";"352-5750";"no";"no";"212.000000";510.0;0.0;113.0;36.04;226.6;128.0;19.26;193.6;114.0;8.71;8.9;7.0;2.4;3.0;"False."
"MI";"53";"417-3702";"no";"yes";"167.300000";510.0;37.0;99.0;28.44;194.7;99.0;16.55;236.7;112.0;10.65;12.0;9.0;3.24;2.0;"False."
"MT";"101";"353-5714";"no";"no";"154.400000";415.0;0.0;130.0;26.25;217.2;101.0;18.46;185.4;52.0;8.34;13.9;4.0;3.75;1.0;"False."
"NE";"129";"409-9494";"no";"yes";"177.300000";510.0;30.0;95.0;30.14;211.8;102.0;18.0;240.2;108.0;10.81;9.3;7.0;2.51;3.0;"False."
"ND";"122";"395-1901";"no";"no";"231.200000";408.0;0.0;141.0;39.3;267.8;136.0;22.76;240.3;100.0;10.81;8.8;5.0;2.38;1.0;"True."
"VA";"163";"378-8342";"no";"no";"202.900000";415.0;0.0;100.0;34.49;178.6;46.0;15.18;203.8;116.0;9.17;12.8;3.0;3.46;5.0;"False."
"VT";"93";"417-6044";"no";"no";"149.600000";408.0;0.0;120.0;25.43;200.7;85.0;17.06;181.2;107.0;8.15;14.3;9.0;3.86;0.0;"False."
"OH";"115";"348-1163";"yes";"no";"345.300000";510.0;0.0;81.0;58.7;203.4;106.0;17.29;217.5;107.0;9.79;11.8;8.0;3.19;1.0;"True."
"AL";"25";"337-4600";"no";"no";"264.900000";408.0;0.0;80.0;45.03;281.2;66.0;23.9;166.1;80.0;7.47;8.4;4.0;2.27;1.0;"True."
"DC";"73";"355-5922";"no";"no";"122.000000";408.0;0.0;92.0;20.74;138.3;114.0;11.76;224.2;128.0;10.09;5.8;5.0;1.57;1.0;"False."
"ND";"120";"369-5810";"no";"no";"177.200000";415.0;0.0;88.0;30.12;270.4;99.0;22.98;231.5;90.0;10.42;14.0;2.0;3.78;2.0;"False."
"TN";"196";"340-8291";"no";"no";"133.100000";415.0;0.0;80.0;22.63;206.5;120.0;17.55;221.6;96.0;9.97;10.3;8.0;2.78;1.0;"False."
"DE";"97";"354-7397";"no";"no";"225.100000";510.0;0.0;90.0;38.27;279.5;127.0;23.76;233.8;103.0;10.52;8.8;4.0;2.38;0.0;"True."
"NY";"148";"407-7464";"no";"no";"208.400000";408.0;0.0;120.0;35.43;174.4;99.0;14.82;310.7;105.0;13.98;11.2;4.0;3.02;1.0;"False."
"AL";"85";"386-6411";"no";"yes";"173.100000";408.0;30.0;107.0;29.43;247.2;101.0;21.01;158.7;104.0;7.14;11.5;5.0;3.11;1.0;"False."
"OK";"86";"397-3746";"yes";"no";"162.400000";510.0;0.0;131.0;27.61;167.0;102.0;14.2;128.9;118.0;5.8;11.4;2.0;3.08;2.0;"True."
"MS";"78";"410-5236";"no";"yes";"281.200000";415.0;13.0;93.0;47.8;178.2;101.0;15.15;244.2;129.0;10.99;6.4;5.0;1.73;2.0;"False."
"MD";"106";"409-2412";"no";"no";"208.300000";415.0;0.0;89.0;35.41;169.4;67.0;14.4;102.0;90.0;4.59;15.9;4.0;4.29;3.0;"False."
"NE";"147";"400-7280";"no";"yes";"243.400000";415.0;38.0;126.0;41.38;273.8;109.0;23.27;282.9;91.0;12.73;14.1;8.0;3.81;2.0;"False."
"AR";"145";"332-5820";"no";"no";"224.200000";415.0;0.0;89.0;38.11;314.9;121.0;26.77;182.9;121.0;8.23;16.1;3.0;4.35;1.0;"True."
"IL";"91";"373-4483";"no";"no";"189.300000";415.0;0.0;100.0;32.18;239.3;107.0;20.34;89.7;89.0;4.04;9.9;3.0;2.67;3.0;"False."
"IN";"81";"347-6717";"no";"yes";"168.300000";408.0;46.0;124.0;28.61;270.9;103.0;23.03;222.5;98.0;10.01;6.7;2.0;1.81;4.0;"False."
"UT";"116";"380-2929";"no";"yes";"232.900000";415.0;24.0;90.0;39.59;152.1;94.0;12.93;344.3;82.0;15.49;10.7;6.0;2.89;1.0;"False."
"LA";"69";"420-7692";"no";"yes";"155.000000";415.0;37.0;98.0;26.35;142.4;105.0;12.1;143.7;117.0;6.47;5.9;4.0;1.59;1.0;"False."
"ID";"135";"380-6437";"no";"no";"154.400000";510.0;0.0;130.0;26.25;203.8;90.0;17.32;158.7;59.0;7.14;11.8;3.0;3.19;0.0;"False."
"KY";"73";"377-8309";"no";"no";"234.700000";510.0;0.0;102.0;39.9;195.7;110.0;16.63;253.4;71.0;11.4;8.4;8.0;2.27;2.0;"False."
"MI";"48";"407-2718";"no";"no";"240.000000";415.0;0.0;88.0;40.8;141.0;117.0;11.99;128.9;137.0;5.8;7.1;9.0;1.92;1.0;"False."
"NH";"125";"357-1938";"yes";"no";"298.400000";415.0;0.0;78.0;50.73;270.5;142.0;22.99;107.3;84.0;4.83;12.2;2.0;3.29;0.0;"True."
"WV";"100";"381-3735";"no";"no";"166.000000";415.0;0.0;102.0;28.22;236.1;97.0;20.07;134.3;93.0;6.04;10.9;4.0;2.94;1.0;"False."
"OR";"165";"409-8453";"no";"yes";"111.600000";415.0;33.0;140.0;18.97;213.3;111.0;18.13;267.6;115.0;12.04;16.0;3.0;4.32;0.0;"False."
"SD";"64";"395-6758";"no";"no";"174.500000";415.0;0.0;98.0;29.67;180.2;103.0;15.32;179.0;89.0;8.06;10.7;2.0;2.89;2.0;"False."
"MD";"116";"399-5424";"yes";"yes";"175.500000";510.0;27.0;137.0;29.84;210.6;60.0;17.9;294.8;121.0;13.27;6.9;5.0;1.86;1.0;"False."
"ND";"147";"409-4671";"yes";"yes";"157.500000";408.0;35.0;109.0;26.78;189.6;67.0;16.12;227.0;76.0;10.22;11.1;2.0;3.0;3.0;"True."
"TN";"115";"374-6525";"no";"no";"206.200000";415.0;0.0;113.0;35.05;176.4;102.0;14.99;297.1;119.0;13.37;11.0;7.0;2.97;1.0;"False."
"MO";"84";"406-8665";"no";"yes";"207.500000";415.0;35.0;138.0;35.28;201.0;116.0;17.09;164.5;107.0;7.4;7.5;16.0;2.03;4.0;"False."
"IL";"86";"342-7716";"no";"yes";"144.800000";510.0;16.0;105.0;24.62;206.2;111.0;17.53;255.4;117.0;11.49;11.6;2.0;3.13;4.0;"False."
"UT";"134";"417-2221";"no";"no";"258.800000";415.0;0.0;85.0;44.0;129.5;114.0;11.01;193.6;106.0;8.71;10.9;7.0;2.94;2.0;"False."
"MI";"105";"376-5213";"no";"no";"226.900000";415.0;0.0;106.0;38.57;182.2;77.0;15.49;203.9;107.0;9.18;11.6;2.0;3.13;0.0;"True."
"AR";"88";"348-7448";"no";"no";"152.900000";408.0;0.0;119.0;25.99;171.2;107.0;14.55;257.0;106.0;11.57;12.0;5.0;3.24;2.0;"False."
"TX";"90";"328-8179";"no";"yes";"156.700000";408.0;27.0;51.0;26.64;236.5;118.0;20.1;123.2;111.0;5.54;12.6;6.0;3.4;2.0;"False."
"AK";"86";"389-4602";"no";"no";"150.800000";408.0;0.0;85.0;25.64;295.9;88.0;25.15;247.2;104.0;11.12;12.5;1.0;3.38;1.0;"False."
"TN";"37";"413-2238";"no";"no";"221.000000";415.0;0.0;126.0;37.57;204.5;110.0;17.38;118.0;98.0;5.31;6.8;3.0;1.84;4.0;"False."
"NH";"141";"402-3370";"no";"yes";"322.400000";415.0;32.0;92.0;54.81;283.2;107.0;24.07;209.5;111.0;9.43;6.7;3.0;1.81;1.0;"True."
"NM";"148";"348-6008";"no";"no";"153.600000";408.0;0.0;148.0;26.11;262.1;87.0;22.28;225.5;99.0;10.15;9.8;3.0;2.65;2.0;"False."
"MN";"163";"371-5655";"no";"yes";"215.100000";408.0;22.0;91.0;36.57;138.9;102.0;11.81;146.2;109.0;6.58;12.4;2.0;3.35;2.0;"False."
"IA";"89";"374-5224";"no";"yes";"174.400000";415.0;35.0;108.0;29.65;196.7;100.0;16.72;127.4;74.0;5.73;11.8;3.0;3.19;1.0;"False."
"RI";"63";"371-1187";"no";"no";"180.500000";415.0;0.0;126.0;30.69;230.0;98.0;19.55;232.5;73.0;10.46;10.6;3.0;2.86;0.0;"False."
"AL";"102";"337-1100";"no";"no";"123.100000";415.0;0.0;106.0;20.93;182.0;102.0;15.47;244.6;75.0;11.01;12.6;7.0;3.4;2.0;"False."
"NC";"76";"421-8141";"no";"no";"165.700000";510.0;0.0;94.0;28.17;257.4;80.0;21.88;170.8;114.0;7.69;10.0;4.0;2.7;1.0;"False."
"SD";"104";"406-2678";"no";"no";"200.200000";408.0;0.0;92.0;34.03;118.7;87.0;10.09;236.6;65.0;10.65;6.0;6.0;1.62;2.0;"False."
"MT";"109";"415-9649";"no";"no";"154.800000";510.0;0.0;82.0;26.32;287.7;109.0;24.45;208.4;80.0;9.38;5.9;9.0;1.59;3.0;"False."
"HI";"105";"364-8128";"no";"no";"125.400000";510.0;0.0;116.0;21.32;261.5;95.0;22.23;241.6;104.0;10.87;11.4;9.0;3.08;2.0;"False."
"MT";"63";"356-7817";"no";"yes";"184.200000";415.0;33.0;111.0;31.31;312.6;89.0;26.57;264.0;55.0;11.88;12.2;4.0;3.29;1.0;"False."
"KY";"105";"404-6357";"no";"yes";"274.700000";415.0;24.0;99.0;46.7;193.5;118.0;16.45;299.6;109.0;13.48;10.8;3.0;2.92;3.0;"False."
"DC";"68";"398-2138";"yes";"yes";"142.000000";415.0;39.0;140.0;24.14;241.6;89.0;20.54;302.0;72.0;13.59;11.3;5.0;3.05;1.0;"False."
"CO";"63";"378-8029";"yes";"yes";"151.500000";408.0;21.0;99.0;25.76;147.8;89.0;12.56;210.4;114.0;9.47;10.0;4.0;2.7;1.0;"False."
"MI";"74";"386-4215";"no";"no";"124.800000";415.0;0.0;114.0;21.22;133.0;121.0;11.31;160.3;85.0;7.21;10.6;7.0;2.86;3.0;"False."
"AL";"76";"367-8156";"no";"no";"179.200000";415.0;0.0;85.0;30.46;222.9;66.0;18.95;188.2;113.0;8.47;12.4;2.0;3.35;0.0;"False."
"KS";"91";"382-8079";"yes";"no";"246.400000";408.0;0.0;110.0;41.89;182.0;98.0;15.47;157.6;106.0;7.09;12.1;2.0;3.27;2.0;"True."
"NC";"101";"354-2985";"no";"no";"232.700000";415.0;0.0;114.0;39.56;186.4;123.0;15.84;153.3;122.0;6.9;11.5;6.0;3.11;5.0;"False."
"SC";"116";"373-6922";"no";"no";"288.000000";408.0;0.0;120.0;48.96;255.8;90.0;21.74;233.4;99.0;10.5;13.4;4.0;3.62;0.0;"True."
"CO";"131";"397-7125";"no";"yes";"170.800000";415.0;23.0;145.0;29.04;236.7;93.0;20.12;294.5;100.0;13.25;12.7;1.0;3.43;1.0;"False."
"MN";"84";"333-6296";"no";"no";"216.100000";415.0;0.0;114.0;36.74;197.5;107.0;16.79;217.8;104.0;9.8;9.8;3.0;2.65;1.0;"False."
"WY";"104";"365-6022";"no";"no";"138.700000";415.0;0.0;100.0;23.58;215.4;58.0;18.31;164.3;98.0;7.39;4.9;4.0;1.32;2.0;"False."
"FL";"108";"365-1688";"no";"no";"210.700000";510.0;0.0;112.0;35.82;238.7;73.0;20.29;253.6;90.0;11.41;9.2;5.0;2.48;3.0;"False."
"NY";"111";"382-4872";"no";"no";"181.800000";415.0;0.0;117.0;30.91;158.1;91.0;13.44;266.2;123.0;11.98;9.7;9.0;2.62;0.0;"False."
"OK";"155";"367-6136";"no";"yes";"61.600000";408.0;30.0;103.0;10.47;255.1;110.0;21.68;225.9;96.0;10.17;12.4;5.0;3.35;1.0;"False."
"ME";"66";"404-3592";"no";"no";"207.700000";510.0;0.0;85.0;35.31;196.7;112.0;16.72;261.7;83.0;11.78;6.8;3.0;1.84;1.0;"False."
"NE";"64";"415-2949";"no";"no";"219.200000";510.0;0.0;73.0;37.26;167.0;65.0;14.2;161.4;119.0;7.26;10.0;5.0;2.7;1.0;"False."
"OH";"69";"375-8880";"no";"no";"227.000000";415.0;0.0;122.0;38.59;258.7;111.0;21.99;169.7;87.0;7.64;8.9;1.0;2.4;2.0;"False."
"CT";"116";"335-6832";"no";"no";"245.900000";415.0;0.0;73.0;41.8;240.1;87.0;20.41;158.7;89.0;7.14;8.9;5.0;2.4;3.0;"False."
"DC";"101";"361-8367";"no";"no";"257.300000";415.0;0.0;84.0;43.74;184.8;115.0;15.71;108.9;109.0;4.9;13.5;7.0;3.65;0.0;"False."
"OK";"15";"408-2002";"no";"no";"121.100000";415.0;0.0;130.0;20.59;216.0;86.0;18.36;235.1;33.0;10.58;16.1;5.0;4.35;2.0;"False."
"NJ";"88";"347-8659";"no";"no";"301.500000";415.0;0.0;136.0;51.26;257.7;72.0;21.9;132.9;118.0;5.98;13.4;2.0;3.62;4.0;"True."
"IA";"197";"376-2922";"no";"no";"233.900000";415.0;0.0;96.0;39.76;218.9;111.0;18.61;182.9;109.0;8.23;9.5;3.0;2.57;0.0;"False."
"VA";"50";"382-2182";"yes";"no";"99.600000";415.0;0.0;108.0;16.93;308.7;102.0;26.24;161.2;62.0;7.25;13.7;6.0;3.7;2.0;"True."
"VA";"172";"408-2089";"no";"no";"169.800000";510.0;0.0;123.0;28.87;183.1;94.0;15.56;395.0;72.0;17.77;12.7;7.0;3.43;2.0;"False."
"NM";"188";"369-6890";"yes";"yes";"198.800000";415.0;26.0;115.0;33.8;166.6;67.0;14.16;198.5;118.0;8.93;14.4;3.0;3.89;1.0;"True."
"FL";"85";"347-2951";"yes";"no";"116.200000";408.0;0.0;86.0;19.75;229.7;127.0;19.52;204.2;109.0;9.19;10.1;3.0;2.73;3.0;"False."
"RI";"103";"420-6324";"yes";"no";"255.900000";510.0;0.0;128.0;43.5;140.9;92.0;11.98;308.9;130.0;13.9;12.1;2.0;3.27;1.0;"True."
"NJ";"136";"402-7650";"no";"yes";"187.700000";408.0;27.0;84.0;31.91;221.0;147.0;18.79;145.7;110.0;6.56;10.0;4.0;2.7;3.0;"False."
"NE";"155";"391-2702";"no";"yes";"195.900000";408.0;21.0;91.0;33.3;213.9;84.0;18.18;88.2;111.0;3.97;8.6;4.0;2.32;0.0;"False."
"WV";"145";"383-3375";"no";"no";"129.400000";415.0;0.0;97.0;22.0;185.4;101.0;15.76;204.7;106.0;9.21;1.1;2.0;0.3;2.0;"False."
"WY";"116";"392-2733";"no";"yes";"221.000000";510.0;12.0;108.0;37.57;151.0;118.0;12.84;179.0;80.0;8.06;9.0;6.0;2.43;2.0;"False."
"SC";"152";"397-9933";"no";"no";"140.500000";408.0;0.0;92.0;23.89;186.8;96.0;15.88;227.0;89.0;10.22;9.5;5.0;2.57;2.0;"False."
"MS";"65";"383-9306";"yes";"no";"277.900000";415.0;0.0;123.0;47.24;155.8;112.0;13.24;256.9;71.0;11.56;9.2;10.0;2.48;0.0;"True."
"ND";"180";"369-1929";"no";"no";"224.900000";415.0;0.0;105.0;38.23;250.0;101.0;21.25;216.1;73.0;9.72;6.7;5.0;1.81;3.0;"True."
"IL";"67";"369-4377";"no";"no";"109.100000";415.0;0.0;117.0;18.55;217.4;124.0;18.48;188.4;141.0;8.48;12.8;6.0;3.46;0.0;"False."
"OR";"60";"366-9430";"no";"no";"207.800000";415.0;0.0;109.0;35.33;123.5;112.0;10.5;291.6;115.0;13.12;5.7;9.0;1.54;0.0;"False."
"UT";"138";"353-7407";"no";"no";"205.900000";510.0;0.0;96.0;35.0;257.1;94.0;21.85;209.0;63.0;9.4;12.1;8.0;3.27;0.0;"False."
"IA";"44";"359-7426";"no";"no";"308.600000";415.0;0.0;139.0;52.46;150.8;94.0;12.82;198.7;66.0;8.94;7.3;3.0;1.97;4.0;"True."
"ME";"25";"332-7391";"no";"no";"242.600000";510.0;0.0;69.0;41.24;209.0;117.0;17.77;219.7;82.0;9.89;14.4;6.0;3.89;2.0;"False."
"WY";"145";"405-6559";"no";"no";"229.600000";408.0;0.0;82.0;39.03;138.1;103.0;11.74;250.8;109.0;11.29;3.3;3.0;0.89;1.0;"False."
"WI";"122";"338-8784";"no";"yes";"166.000000";510.0;28.0;62.0;28.22;233.9;88.0;19.88;170.1;84.0;7.65;7.7;3.0;2.08;2.0;"False."
"SC";"121";"415-6347";"no";"no";"144.800000";415.0;0.0;126.0;24.62;200.6;82.0;17.05;208.8;81.0;9.4;13.3;9.0;3.59;0.0;"True."
"DC";"55";"354-5058";"yes";"no";"106.100000";510.0;0.0;77.0;18.04;123.5;100.0;10.5;96.4;92.0;4.34;12.9;3.0;3.48;0.0;"False."
"CT";"77";"342-5701";"no";"no";"221.800000";415.0;0.0;84.0;37.71;166.0;125.0;14.11;210.2;72.0;9.46;13.2;4.0;3.56;1.0;"False."
"OR";"12";"378-4179";"no";"no";"204.600000";415.0;0.0;98.0;34.78;212.5;90.0;18.06;182.1;95.0;8.19;9.8;7.0;2.65;2.0;"False."
"OR";"64";"407-6391";"no";"no";"213.500000";510.0;0.0;93.0;36.3;166.6;114.0;14.16;122.0;78.0;5.49;14.1;3.0;3.81;3.0;"False."
"NV";"92";"404-3105";"no";"yes";"152.000000";415.0;44.0;95.0;25.84;274.9;73.0;23.37;162.4;121.0;7.31;10.0;1.0;2.7;2.0;"False."
